time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ir,red
97503,1488,-2412,11904,-27295,-2246,1387,175580,85748
97643,-1564,-8188,-480,17755,3664,4649,168774,84070
97785,17864,3624,31840,-7280,-9547,-1720,175467,85881
97925,-616,-7548,3164,-8069,2282,3273,169682,84243
98065,-2480,-252,19136,26807,-4834,-8406,171522,85605
98205,340,-4076,11292,-25202,-304,4491,173233,85075
98345,-1316,-6524,2132,18808,6910,-2673,168607,83980
98485,8452,-3360,26396,-16202,7027,8069,173984,85291
98627,-356,-6700,1220,2926,3763,875,168877,84009
98767,9600,10136,32767,13743,-11912,-10089,172800,85544
98907,960,-3832,9396,-19451,853,9204,170093,84230
99047,-4132,-4760,4084,25415,11503,-6967,168591,84331
99187,5696,-5428,15892,-22447,-3244,10464,176657,85779
99329,-3884,-6432,164,17866,5386,-7055,169427,84253
99469,11944,-3372,25716,-18468,1526,5781,177462,86244
99609,-2856,-6248,-876,7305,2594,2566,169665,84348
99749,18784,8232,32767,-4605,-13384,-2958,177611,86462
99889,-2968,-6496,3080,-3940,2224,3529,171555,84401
100029,12760,12304,32767,6291,-17221,-7486,177247,86462
100171,-1996,-3580,3688,-13113,2642,5659,170714,84228
100311,-7304,-764,21276,26403,-4600,-8947,170775,85649
100451,48,-4656,9508,-25221,-3866,4240,174913,85682
100591,-5908,-5792,2944,25900,9013,-4683,169930,84248
100731,4100,-7624,16880,-23717,1080,11519,176584,85783
100873,-2936,-6136,632,15725,6710,-368,169481,84156
101013,15808,-2724,25516,-15141,-1538,4794,177244,86198
101153,-2368,-7220,2052,2760,4637,-452,169471,84256
101293,25976,10544,32767,-4715,-7316,1964,177128,86298
101433,-2896,-6472,4748,-3361,1902,4805,169613,84222
101575,7504,5476,32767,13494,-9460,-13149,175872,86404
101715,-2652,-4596,4852,-14334,22,6611,172454,84701
101855,-6896,-4432,9624,27544,7813,-8619,169218,84478
101995,2012,-8580,13204,-26391,-2513,7292,175672,85519
102135,-2184,-6612,-40,19259,7075,1636,168572,84025
102275,12648,2040,31768,-14279,-2799,2019,176732,86173
102417,-1244,-6232,1112,-824,2845,7845,168873,83992
102557,11556,8612,32767,8865,-9748,-10656,176146,86269
102697,2204,-4212,6052,-15190,905,3593,171303,84467
102837,-3888,-2620,4360,32767,15263,-3339,168841,84433
102977,3672,-5548,18544,-27384,-8340,3549,174643,85265
103119,-2956,-6688,-788,10592,-418,2614,168092,83955
103259,20676,9724,32767,-7076,-15062,-3615,176501,86253
103399,-1536,-5500,3096,-8565,4159,5778,168858,84213
103539,-3428,-100,23744,26500,-2251,-7194,171815,86095
103679,-152,-4180,10324,-25063,-3450,4397,172802,85054
103821,-2884,-4680,468,24676,7664,-1567,168577,84114
103961,9292,-4536,23400,-21843,-8111,7977,176372,86089
104101,-6012,-7412,-796,9831,4965,907,168686,84224
104241,28248,12340,32767,-4957,-6847,-124,177347,86391
104381,-3088,-5052,1536,-6671,7320,4802,170704,84274
