[,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ir,red
224121,208,4104,14804,-227,376,-400,185186,93317
224261,200,3988,14904,-174,124,14,185025,93356
224401,24,4092,15028,-139,-14,19,185067,93398
224541,324,4064,14988,-179,175,-245,185156,93368
224681,36,3916,14960,-64,16,102,185106,93260
224823,316,4292,15028,-244,72,-152,185076,93340
224963,244,3988,15108,-320,771,-688,185102,93352
225103,-1372,4488,14672,461,318,190,185129,93431
225243,356,3916,14832,-430,284,-762,185156,93366
225383,-60,4076,14700,-71,18,645,184860,93290
225525,-44,4460,14876,-407,4,72,184929,93294
225665,40,4028,14744,-112,140,-456,184873,93233
225805,112,4156,14892,-106,24,149,184922,93425
225945,-300,4396,14712,-145,410,-198,184798,93247
226085,-300,4228,14824,-89,86,-6,184735,93283
226227,-84,4096,14880,-294,180,-161,184852,93242
226367,-204,4068,14808,-171,242,-189,184947,93301
226507,212,4376,14976,-242,19,246,184902,93352
226647,128,3980,14892,-379,22,-105,184807,93316
226787,-344,4128,15028,-185,-162,145,184816,93292
226927,228,3996,14876,-182,-294,174,184891,93268
227069,132,4144,14832,-233,52,94,185098,93326
227209,568,4548,14768,-474,43,-39,184917,93305
227349,308,4112,14744,-193,48,-557,184847,93332
227489,220,3880,14848,-579,252,-209,184884,93258
227629,780,3300,14676,-104,531,240,184691,93193
227771,-60,3960,14972,-995,-837,287,184604,93123
227911,580,3528,14996,-809,-1724,604,184177,92997
228051,944,3452,14936,-874,-1073,41,184213,93148
228191,948,3164,14940,-521,-836,-259,184229,93121
228331,1456,2948,15084,-466,-915,145,184321,93146
228473,2052,3256,15012,-274,9,-96,184332,93104
